summary,vocab,relation,category
hong kong restaurant is great meal,great meal,foodreview,1
hong min restaurant is great place,great place,Locationreviews,0
hongkong nnoodle is excellent place,place,Locationreviews,0
hongkong nnoodle is good place,place,Locationreviews,0
hongkong nnoodle is great place,great place,Locationreviews,0
hongkong noodle bangkok is amazing wish i found it sooner,noodle,foodreview,1
hongkong noodle bangkok is best food higly recommended,noodle,foodreview,1
hongkong noodle bangkok is best food on koh jum,noodle,foodreview,1
hongkong noodle bangkok is yummy,noodle,foodreview,1
hongkong noodle is was not disappointed,noodle,foodreview,1
hongmin central plaza bangna is bright and clean quality food,quality food,foodreview,1
hongmin central plaza bangna is tong yum is good,yum,foodreview,1
honmono sushi is excellent food and variety but vegans beware,excellent food,foodreview,1
honmono sushi is hidden gem,hidden gem,Locationreviews,0
hook restaurant bar is best food on the beach,best food,foodreview,1
hook restaurant bar is great value food and drink,value food,foodreview,1
hooters nana is beautiful food,beautiful,Locationreviews,0
hooters nana is fantastic italian food,italian food,foodreview,1
hooters nana is great family run place with tasty italian food,place,Locationreviews,0
hooters nana is great pasta and pizza,pasta,foodreview,1
hooters pattaya is beautiful food,beautiful,Locationreviews,0
hooters pattaya is fantastic italian food,italian food,foodreview,1
hooters pattaya is great family run place with tasty italian food,place,Locationreviews,0
hooters pattaya is great pasta and pizza,pasta,foodreview,1
hooters phuket is delicious new menu,delicious,foodreview,1
hooters phuket is more glamour than foodie place,place,Locationreviews,0
hooters silom is best food on the beach,best food,foodreview,1
hooters silom is great value food and drink,value food,foodreview,1
hops brew house is delicious new menu,delicious,foodreview,1
hops brew house is more glamour than foodie place,place,Locationreviews,0
horizon cruise is delicious,delicious,foodreview,1
horizon cruise is tasty,tasty,foodreview,1
horizon is delicious breakfast coffee,delicious,foodreview,1
horizon is great food and coffee in a lovely setting,great food,foodreview,1
horn grill steak and seafood is good quality price ratio,steak,foodreview,1
horn grill steak and seafood is good taiwanese restaurant,steak,foodreview,1
horn grill steak and seafood is highlight of the entire trip to thailand,steak,foodreview,1
horn grill steak and seafood is taiwanese buffet,steak,foodreview,1
hornbill restaurant is delicious,delicious,foodreview,1
hornbill restaurant is within 3 min walking distance from silom city hotel,walking distance,Locationreviews,0
hot curry is amazing,curry,foodreview,1
hot curry is pricey yet nothing so special,curry,foodreview,1
hot curry is signature shaved ice,curry,foodreview,1
hot curry is thai milk tea w shaved iced,curry,foodreview,1
hot rod is delicious meals,delicious,foodreview,1
hotel murano phang nga bay is good food,good food,foodreview,1
hou yuu is good food and service,good food,foodreview,1
hou yuu is great clean japanese food,japanese food,foodreview,1
house kata beach is love this place,kata beach,Locationreviews,0
house kata beach is relaxed,kata beach,Locationreviews,0
house kata beach is totally chill,kata beach,Locationreviews,0
house of beers hobs is reasonably priced japanese food,japanese food,foodreview,1
hua hin 99 cafe is best value for japanese food,japanese food,foodreview,1
hua hin 99 cafe is fuji best japanese food reasonable cost,japanese food,foodreview,1
hua hin 99 cafe is tasty and fast,tasty,foodreview,1
hua hin brewing company is excellent japanese cuisine freshly cooked,cuisine,foodreview,1
hua hin go ti is fast food japanese,fast food,foodreview,1
hua hin go ti is good food but,good food,foodreview,1
hua hin go ti is good place for transit time,place,Locationreviews,0
hua hin hot pan is bring on the salmon,salmon,foodreview,1
hua hin hot pan is paradise of salmon lovers,salmon,foodreview,1
hua hin italian thai is super micro brewery with great craft beer,beer,foodreview,1
hua hin seafood is hidden gem,hidden gem,Locationreviews,0
hua hin seaside restaurant is holiday,seaside restaurant,Locationreviews,0
hua hin seaside restaurant is looking forward,seaside restaurant,Locationreviews,0
hua hin seaside restaurant is mostly empty,seaside restaurant,Locationreviews,0
hua hin seaside restaurant is watching the world go by,seaside restaurant,Locationreviews,0
hua hin vegan cafe wine is good food,good food,foodreview,1
hua hin vegan cafe wine is good food tiny portions,good food,foodreview,1
hua seng hong central plaza rama 2 is best fish and chips for miles,best fish,foodreview,1
hua seng hong central plaza rama 2 is great little place with emphasis on quality,place,Locationreviews,0
hua seng hong central plaza rama 3 is lacklustre building but good food,good food,foodreview,1
hua seng hong central rama 9 is delicious germanimeals in friendly environment,delicious,foodreview,1
hua seng hong central rama 9 is german gem,gem,Locationreviews,0
hua seng hong central rama 9 is outstanding a must come back again,outstanding,Locationreviews,0
hua seng hong centralworld is super bartenders and cool cocktails,cocktails,foodreview,1
hua seng hong restaurant is great burgers vietnamese food,vietnamese food,foodreview,1
hua seng hong restaurant is great food great price,great food,foodreview,1
hua seng hong siam square one is very nice food,nice food,foodreview,1
hua seng hong sukhumvit 101 is delicious germanimeals in friendly environment,delicious,foodreview,1
hua seng hong sukhumvit 101 is german gem,gem,Locationreviews,0
hua seng hong sukhumvit 101 is outstanding a must come back again,outstanding,Locationreviews,0
huahin seafood buffet is hit and miss,buffet,foodreview,1
huahin seafood buffet is just excellent,buffet,foodreview,1
huahin seafood buffet is two thumbs up,buffet,foodreview,1
huahin seafood buffet is wow surely one of the best tasting menus in thailand,buffet,foodreview,1
huang chao royal cantonese cuisine is 25 courses of magic,cuisine,foodreview,1
huang chao royal cantonese cuisine is a true tasting for all of the senses,cuisine,foodreview,1
huang chao royal cantonese cuisine is avoid this place rip off,cuisine,foodreview,1
huang chao royal cantonese cuisine is must visit before they close,cuisine,foodreview,1
huen ka jao restaurant is avoid this place rip off,place,Locationreviews,0
hummus boutique bangkok is a killer,hummus,foodreview,1
hummus boutique bangkok is enjoyable legendary fried chicken,hummus,foodreview,1
hummus boutique bangkok is omg the chicken,hummus,foodreview,1
hummus boutique bangkok is thai fried chicken gai tod menu signature,hummus,foodreview,1
hummus heads thonglor 10 is best in town,hummus,foodreview,1
hummus heads thonglor 10 is fave place,hummus,foodreview,1
hummus heads thonglor 10 is great place,hummus,foodreview,1
hummus heads thonglor 10 is wonderful restaurant,hummus,foodreview,1
hung sen saladaeng 1 is beautiful flower in the restaurant,beautiful,Locationreviews,0
hung sen saladaeng 1 is beautiful garden restaurant,beautiful,Locationreviews,0
hung sen saladaeng 1 is wonderful food and potdoor seating,wonderful,Locationreviews,0
hungry corner is delicious thai food also open during low season end of may,delicious,foodreview,1
hungry corner is do not eat here,eat,foodreview,1
hungry corner is great food and chilled atmosphere,great food,foodreview,1
hungry eye is under appreciated and not to be missed if you crave good italian food,italian food,foodreview,1
hungry nerd is under appreciated and not to be missed if you crave good italian food,italian food,foodreview,1
hungry wolf s steak ale house is a surprise and hidden gem,steak,foodreview,1
hungry wolf s steak ale house is good option specially if you are near the piers,steak,foodreview,1
hungry wolf s steak ale house is simply great,steak,foodreview,1
hungry wolf s steak ale house is wonderful dining experience,steak,foodreview,1
huntsman pub is breakfast so good we came twice,breakfast,foodreview,1
huntsman pub is delicious find,delicious,foodreview,1
huntsman pub is excellent food and drinks in old town,excellent food,foodreview,1
huntsman pub is what a delicious meal,delicious,foodreview,1
hustlers is best little cafe in town,town,Locationreviews,0
hustlers is tasty breakfast but nothing to write home about,tasty,foodreview,1
hyde seek gastro bar is very tasty,tasty,foodreview,1
i am petra is absolutely delicious food in a beautiful environment,delicious,foodreview,1
i am petra is tasty good service and nice interiors,tasty,foodreview,1
i kroon cafe is excellent breakfast,breakfast,foodreview,1
i kroon cafe is great food and cozy,great food,foodreview,1
i kroon cafe is little gem,gem,Locationreviews,0
i love thaifoods is comfortable travel,comfortable travel,Locationreviews,0
i love thaifoods is cool place to visit,place to,Locationreviews,0
i love thaifoods is excellent local,excellent local,Locationreviews,0
i love thaifoods is wonderful find,wonderful find,Locationreviews,0
i rice is authentic vegetarian north indian food in phuket,vegetarian,foodreview,1
i rice is delicious food and friendly service,delicious,foodreview,1
i rice is pathetic indian food worst,indian food,foodreview,1
i rish coffee restaurant is had 2 prawns in my pad thai small portions too sweet,pad thai,foodreview,1
i rish coffees restaurant is great place to stop,great place,Locationreviews,0
i sea khao lak is fabulous,sea,Locationreviews,0
i sea khao lak is lovely staff and excellent service,sea,Locationreviews,0
i sea khao lak is such a great place to eat,sea,Locationreviews,0
i sea khao lak is the ultimate restaurant,sea,Locationreviews,0
i tim hno fi yotse is excellent breakfast,breakfast,foodreview,1
i tim hno fi yotse is great food and cozy,great food,foodreview,1
i tim hno fi yotse is little gem,gem,Locationreviews,0
ian s restaurant and black angus steakhouse is cool cocktail bar,steakhouse,foodreview,1
ian s restaurant and black angus steakhouse is i ve been waiting for an old fashion for 3 weeks,steakhouse,foodreview,1
ian s restaurant and black angus steakhouse is this enlighten me to how far a cocktail can be,steakhouse,foodreview,1
ian s restaurant and black angus steakhouse is worst service,steakhouse,foodreview,1
ibushi ginjirou is great food in kata,great food,foodreview,1
ibushi ginjirou is pizzas bigger than the plates,pizzas,foodreview,1
ibushi ginjirou is service good food average,good food,foodreview,1
icc indian curry club is a beautiful hidden gem,curry,foodreview,1
icc indian curry club is charming place,curry,foodreview,1
icc indian curry club is great fooood,curry,foodreview,1
icc indian curry club is unfortunately they are on some under construction development,curry,foodreview,1
ice cube by cafe ice is chilled place for breakfast,place,Locationreviews,0
ice cube by cafe ice is love this place,love this place,Locationreviews,0
ice cube by cafe ice is nothing special smoke annoyance place opposite better,place,Locationreviews,0
ichika omakase is delicious northern thai cuisine and more,delicious,foodreview,1
ida eatery drinks is delicious northern thai cuisine and more,delicious,foodreview,1
iguana beach club is best icecream in central world,icecream,foodreview,1
iguana beach club is great gelato,gelato,foodreview,1
iguana beach club is nice gelato,gelato,foodreview,1
iguana beach club is yummy,yummy,foodreview,1
ikon cafe is delicious and friendly,delicious,foodreview,1
ikon cafe is good food and drinks in a cosy soft music aircon room,good food,foodreview,1
ikon cafe is great place,great place,Locationreviews,0
il baretto is delicious and friendly,delicious,foodreview,1
il baretto is good food and drinks in a cosy soft music aircon room,good food,foodreview,1
il baretto is great place,great place,Locationreviews,0
il bolognese is bar is fun and top notch hamburger is not,bolognese,foodreview,1
il bolognese is family single whatever must do,bolognese,foodreview,1
il bolognese is grand final 2017,bolognese,foodreview,1
il bolognese is great bar very nicely decorated,bolognese,foodreview,1
il fumo is  place to breakfasts,place to,Locationreviews,0
il fumo is german food in thailand,german food,foodreview,1
il fumo is good place if want to have breakfast,place,Locationreviews,0
il fumo is great breakfast,breakfast,foodreview,1
il giardino is all about beer,beer,foodreview,1
il giardino is german food never let us down,german food,foodreview,1
il giardino is great food and drink,great food,foodreview,1
il peccatore is nice chill out place,chill,Locationreviews,0
il peccatore is terrible cocktails,cocktails,foodreview,1
il tagliere da massimo is dinner,dinner,foodreview,1
il tagliere da massimo is excellent food and service,excellent food,foodreview,1
il tagliere da massimo is very nice lunch,lunch,foodreview,1
im chan is nice place,nice place,Locationreviews,0
imli grill is good food and service,good food,foodreview,1
in out is big breakfast,breakfast,foodreview,1
in out is everyday quality food at low prices,quality food,foodreview,1
in out is great food great prices,great food,foodreview,1
in the mood for love sushi bar bistro is good food and service,good food,foodreview,1
india gate is excellent food and great service,excellent food,foodreview,1
india today is beautiful environmemt,beautiful,Locationreviews,0
india today is good food good environment not very pro service,good food,foodreview,1
india today is unforgettable anniversary dinner,dinner,foodreview,1
india today is yum yum yum,yum,foodreview,1
indian by nature is delicious food and superb deco,delicious,foodreview,1
indian by nature is holy yum,yum,foodreview,1
indian by nature is so different beautiful and tasty,beautiful,Locationreviews,0
indian by nature restaurant is very friendly staff family owned place very reasonable prices fresh food a must visit place to eat while in kamala,place,Locationreviews,0
indian curry club is deceptive marketing and a restaurant manager who does not take responsibility,curry,foodreview,1
indian curry club is good shabu at ginza shabu ten,curry,foodreview,1
indian curry club is regional business trip,curry,foodreview,1
indian curry club is suki yaki at ginza shabu ten,curry,foodreview,1
indian curry thai cuisine seafood bar is great choice,curry,foodreview,1
indian curry thai cuisine seafood bar is great service away from the beach,curry,foodreview,1
indian curry thai cuisine seafood bar is lovely setting and delicious food,curry,foodreview,1
indian curry thai cuisine seafood bar is nice restaurant right on the resort,curry,foodreview,1
indian delight restaurant is great meat,meat,foodreview,1
indian delight restaurant is marvellous for meat,meat,foodreview,1
indian delight restaurant is one of good japanese bbq restaurant,bbq,foodreview,1
indian delight restaurant is thinly sliced local wagyu,local,Locationreviews,0
indian essence art cuisine is excellent dinner,cuisine,foodreview,1
indian essence art cuisine is excellent restaurant,cuisine,foodreview,1
indian essence art cuisine is good overall but very slow service,cuisine,foodreview,1
indian essence art cuisine is very good restaurant,cuisine,foodreview,1
indian essence art is expensive but excellent yakiniku,yakiniku,foodreview,1
indian essence art is good food and service,good food,foodreview,1
indian essence art is nice place with good service,nice place,Locationreviews,0
indian essence art is yakiniku with top beef quality,yakiniku,foodreview,1
indian host is excellent dinner,dinner,foodreview,1
indian hut is good staff for an ok cuisine,cuisine,foodreview,1
indian rasoi restaurant is fantastic little place near baan dam museum,place,Locationreviews,0
indian rasoi restaurant is great food great atmosphere great prices,great food,foodreview,1
indian spice is a gem,gem,Locationreviews,0
indian spice is affordable and yummy,yummy,foodreview,1
indian spice is street food at it best,street food,Locationreviews,0
indicus bistro is glass house buffet breakfast,buffet,foodreview,1
indigo is meatballs,meatballs,foodreview,1
indish restaurant bar grill is yummy breakfast,yummy,foodreview,1
indish restaurant bar grills is clean thai western,thai western,Locationreviews,0
indish restaurant bar grills is great place for a quiet meal,great place,Locationreviews,0
indish restaurant bar grills is very good place,place,Locationreviews,0
indulge fusion bar is clean thai western,fusion,foodreview,1
indulge fusion bar is great place for a quiet meal,fusion,foodreview,1
indulge fusion bar is very good location,fusion,foodreview,1
indulge fusion food cocktail bar is yummy breakfast,fusion,foodreview,1
indulge gastro bar and restaurant is for dinner,dinner,foodreview,1
indulge gastro bar and restaurant is nice place to relax,nice place,Locationreviews,0
indus is tasty chicken rice literally,tasty,foodreview,1
indus is worth the wait for delicious chicken rice,delicious,foodreview,1
infiniti is delicious food at a great price,delicious,foodreview,1
infiniti is great food low price,great food,foodreview,1
infinity is perfect local family place for thai cuisine,local,Locationreviews,0
infinity is phuket local s favourite,local,Locationreviews,0
inganda restaurant is good quality wontons,wontons,foodreview,1
inganda restaurant is reminds me of toronto s china town,town,Locationreviews,0
inteak indian restaurant is good food but,good food,foodreview,1
inteak indian restaurant is good hong kong street food,street food,Locationreviews,0
inter restaurant is best french fast food,fast food,foodreview,1
intouch cafe and restaurant is good taste,taste,foodreview,1
intouch cafe and restaurant is great place for first timers,great place,Locationreviews,0
inu cafe is decent with value curry,curry,foodreview,1
inu cafe is easy japanesefood place,place,Locationreviews,0
inu cafe is tasty japanese curry,tasty,foodreview,1
io italian osteria bangkok is thank you sorry your food and service was wonderful,wonderful,Locationreviews,0
io italian osteria pattaya is thank you sorry your food and service was wonderful,wonderful,Locationreviews,0
ipho is yummy luch,yummy,foodreview,1
ippudo central embassy is craft beer in bangkok,beer,foodreview,1
ippudo central embassy is nice place,nice place,Locationreviews,0
irish times pub is casual lunch spot in charoen krung rd,lunch,foodreview,1
irish times pub is first taste of thai food,taste,foodreview,1
iron balls distillery bar is delicious indian cuisine,delicious,foodreview,1
is crepe cafe  is super light lunch,lunch,foodreview,1
is orange is excellent food,excellent food,foodreview,1
is orange is lovely place for authentic thai food,place,Locationreviews,0
isaan fine is fresh and delicious,delicious,foodreview,1
isaan fine is great place,great place,Locationreviews,0
isaan popeye is great place will be back,great place,Locationreviews,0
isaan popeye thai food is nice cafe,nice cafe,foodreview,1
isao is good food crazy owner,good food,foodreview,1
isao is good food great entertainment,good food,foodreview,1
isao is yummy yummy,yummy,foodreview,1
island poke bowl is good lunch,lunch,foodreview,1
island poke bowl is good place,place,Locationreviews,0
island seafood and beer garden is average,beer,foodreview,1
island seafood and beer garden is average thai food,beer,foodreview,1
island seafood and beer garden is goon gib has changed the name to smile restaurant,beer,foodreview,1
island seafood and beer garden is perfect,beer,foodreview,1
issaya siamese club is very friendly helpful staff and great food,great food,foodreview,1
italia restaurant is good food and service,good food,foodreview,1
italian pizza more is delicious,delicious,foodreview,1
italian pizza more is good food,good food,foodreview,1
italian pizza more is good food and service,good food,foodreview,1
italian pizza more is very nice food,nice food,foodreview,1
italiano bar and restaurant is move to new location sukhumvit 39 sereine residence,location,Locationreviews,0
iwane 1975 is nice place,nice place,Locationreviews,0
iwane 1975 is typical dutch cuisine and snacks,cuisine,foodreview,1
iyara cafe is best food in phi phi,best food,foodreview,1
iyara cafe is thai food was delicious,delicious,foodreview,1
izakaya 555 is what happened to the extensive noodle soup menu,noodle soup,foodreview,1
izakaya hanako is really good food at reasonable price,good food,foodreview,1
izakaya hanako is tasty cantonese food in bangkok,tasty,foodreview,1
j aime by jean michel lorain is delicious italian cuisines in bang khen,delicious,foodreview,1
j bar and cafe is great staff and fresh food,fresh food,foodreview,1
j bar and cafe is warm welcome and tasty food,tasty,foodreview,1
j cafe is best sashimi lobster,sashimi,foodreview,1
j cafe is super good authentic peking duck in bangkok,peking duck,foodreview,1
jaan paa seafood is a wonderful breakfast,wonderful,Locationreviews,0
jaan paa seafood is eat here if in old town,eat,foodreview,1
jaan paa seafood is fab english breakfast,breakfast,foodreview,1
jack diamond bistro bar is anyone looking for a little taste of greece,taste,foodreview,1
jack diamond bistro bar is very nice lunch,lunch,foodreview,1
jade cuisine is excellent dinner,cuisine,foodreview,1
jade cuisine is food,cuisine,foodreview,1
jade cuisine is great meat,cuisine,foodreview,1
jade cuisine is nice greek snack in ko lanta,cuisine,foodreview,1
jae koy somtum restaurant is beach fronted beauty,is beach,Locationreviews,0
jae koy somtum restaurant is good views,good views,Locationreviews,0
jae koy somtum restaurant is great beach restaurant,great beach,Locationreviews,0
jae leab is beach fronted beauty,is beach,Locationreviews,0
jae leab is busy,busy,Locationreviews,0
jae leab is good views,good views,Locationreviews,0
jae leab is great beach restaurant,great beach,Locationreviews,0
jakkajan  is nice beach restaurant,nice beach restaurant,Locationreviews,0
jakkajan seafood is best food in koh lanta so far,best food,foodreview,1
jalan elephant restaurant is a nice place to relax,nice place,Locationreviews,0
jalan elephant restaurant is great place,great place,Locationreviews,0
jam house restaurant is a nice place to relax,nice place,Locationreviews,0
jam house restaurant is great place,great place,Locationreviews,0
james joyce irish pub is hidden gem with amazing quality food must eat here whilst in chiang mai,hidden gem,Locationreviews,0
james joyce irish pub is reasonbly good food,good food,foodreview,1
james seafood is lovely thai cooking class near banglamphu,near,Locationreviews,0
jameson s is lovely thai cooking class near banglamphu,near,Locationreviews,0
jamie s burgers is a good place,place,Locationreviews,0
jamie s burgers is amazing place,place,Locationreviews,0
jamie s burgers is nice place restaurant,nice place,Locationreviews,0
jamie s italian is nice beach restaurant to dine in,nice beach restaurant,Locationreviews,0
jamie s italian is nice place for lunch,nice place,Locationreviews,0
jamie s italian is wonderful location food and staff,wonderful,Locationreviews,0
jamjuree resturant is friendly and relaxed,relaxed,Locationreviews,0
jamjuree resturant is tasty,tasty,foodreview,1
jang won is excellent fish dishes and salad,dishes,foodreview,1
jang won is good breakfast,breakfast,foodreview,1
jang won is good food nice environment,good food,foodreview,1
jang won korean restaurant is it s all about the ribs,ribs,foodreview,1
jang won korean restaurant is probably one of the top 5 pork ribs in the world,ribs,foodreview,1
janlerm is family dinner,dinner,foodreview,1
janlerm is very pleasant and tasty restaurant,tasty,foodreview,1
jao jong seafood is family dinner,dinner,foodreview,1
jao jong seafood is very pleasant and tasty restaurant,tasty,foodreview,1
jasmin hong kong restaurant is another place to eat without leaving the hotel,place to,Locationreviews,0
jasmin hong kong restaurant is great food and location,great food,foodreview,1
jasmin s cafe is european food at mai resort,european food,foodreview,1
jasmin s cafe is nice little beachside restaurant,beachside,Locationreviews,0
jasmine b is great roast sunday lunch march 2019,lunch,foodreview,1
jasmine b is no longer at this address now at soi 26 soi nern plub wan,address,Locationreviews,0
jasmine b is this british restaurant has been ruining more than twenty years,british,foodreview,1
jasmine seafood is excellent food,excellent food,foodreview,1
jasmine seafood is nice cafe but bad service,nice cafe,foodreview,1
jasmine seafood is very good food,good food,foodreview,1
jasmine thai restaurant is dinner time,dinner,foodreview,1
jasmine thai restaurant is excellent food as always,excellent food,foodreview,1
jasmines is dinner time,dinner,foodreview,1
jasmines is excellent food as always,excellent food,foodreview,1
jason village beach club is big choice of real delicious food,delicious,foodreview,1
jason village beach club is very good food,good food,foodreview,1
jatujak gallery restaurant is family lunch,lunch,foodreview,1
jatujak gallery restaurant is late lunch,lunch,foodreview,1
java is family lunch,lunch,foodreview,1
java is late lunch,lunch,foodreview,1
jaywalk cafe is authentic dishes with some fusion,dishes,foodreview,1
jaywalk cafe is lunch greyhound,lunch,foodreview,1
jazz happens bar is good food plenty of veg options,good food,foodreview,1
jazz happens bar is sunday lunch,lunch,foodreview,1
jazz u steak house is choice for good meal at la villa,steak,foodreview,1
jazz u steak house is pretty good,steak,foodreview,1
jazz u steak house is thai and asian delights in business district,steak,foodreview,1
jazz u steak house is variety of choices,steak,foodreview,1
je juk restaurant is great food h,great food,foodreview,1
je ngor is great pancakes,pancakes,foodreview,1
je ngor s kitchen is delicious food,delicious,foodreview,1
je ngor s kitchen is excellent food and service,excellent food,foodreview,1
je ngor s kitchen is great food at reasonable prices,great food,foodreview,1
je ngor s kitchen is still bbq around,bbq,foodreview,1
je tai pu pen seafood is great new bbq grill in kathu,bbq,foodreview,1
je tai pu pen seafood is hungry man finds bbq heaven,bbq,foodreview,1
je wa je yong is good german food,german food,foodreview,1
jeffer steak is best pizza in town hmmm,steak,foodreview,1
jeffer steak is great italian food,steak,foodreview,1
jeffer steak is look no further,steak,foodreview,1
jeffer steak is the best italian restaurant in pattaya,steak,foodreview,1
jeh o is huge place,place,Locationreviews,0
jeh o is the best food in sukhumwit area,best food,foodreview,1
jek be ak  is nice location,location,Locationreviews,0
jek be ak seafood is great food and atmosphere,great food,foodreview,1
jek piek coffee shop is decent steak,steak,foodreview,1
jek piek coffees shop is relax,relax,Locationreviews,0
jek piek coffees shop is very nice view and cozy place to relax,nice view,Locationreviews,0
jeng noodle is a good time,noodle,foodreview,1
jeng noodle is average,noodle,foodreview,1
jeng noodle is mall food buffet is boring and limited,noodle,foodreview,1
jeng noodle is reasonably priced buffet at central world,noodle,foodreview,1
jenita beach club is good for view on the beach,view,Locationreviews,0
jep s restaurant is great vibe and service,vibe,Locationreviews,0
jep s restaurant is great view and not that busy,view,Locationreviews,0
jetinn teppan at pier is cheapest ramen ever,ramen,foodreview,1
jidori cuisine ken is chained ramen shop with ok quality,cuisine,foodreview,1
jidori cuisine ken is convenient and good,cuisine,foodreview,1
jidori cuisine ken is good noodles with a lot of veg,cuisine,foodreview,1
jidori cuisine ken is yummy cheap quick meal,cuisine,foodreview,1
jikgo bar restaurant is good ramen,ramen,foodreview,1
jikgo bar restaurant is lunch,lunch,foodreview,1
jikgo bar restaurant is quick and tasty,tasty,foodreview,1
jim s burger beers is delicious food and very friendly staff,delicious,foodreview,1
jim s burger beers is great food and vibe,great food,foodreview,1
jim s burgers and beers is best japanese food in hua hin,japanese food,foodreview,1
jim s fiske beach restaurant is cheap and delicious,delicious,foodreview,1
jim s fiske beach restaurant is great local food,local,Locationreviews,0
jim thompson bombyx bangkok is good food great stuff,good food,foodreview,1
jim thompson cafe 9 is good food great stuff,good food,foodreview,1
jim thompson restaurant and wine bar is excellent japanese food,japanese food,foodreview,1
jim thompson restaurant and wine bar is excellent japanese food in atmospheric surroundings,japanese food,foodreview,1
jim thompson restaurant and wine bar is japanese food,japanese food,foodreview,1
jim thompson restaurant and wine bar is one of the best japanese tables in town,town,Locationreviews,0
jim thompson restaurant lounge is excellent food and a very nice hotel,excellent food,foodreview,1
jim thompson restaurant lounge is scenic and peaceful location,location,Locationreviews,0
jin chieng seng by inn a day is delicious,delicious,foodreview,1
jin chieng seng by inn a day is tasty food,tasty,foodreview,1
jj s bar food is amazing food great vegan options,food is amazing,foodreview,1
jj s bar food is great tasting indian food,indian food,foodreview,1
jo seafood restaurant is great tasting indian food,indian food,foodreview,1
joe louis thai restaurant is yummy thai food,yummy,foodreview,1
joe s bar is tasty and inexpensive,tasty,foodreview,1
joe s bar is very welcoming tasty food,tasty,foodreview,1
joe s downstairs is cool place for some japanese food and a beer,place,Locationreviews,0
joe s downstairs is old fashioned interior but great food,great food,foodreview,1
joe s kitchen is goooooood for chill,chill,Locationreviews,0
joe s steakhouse is amazing selection of food,steakhouse,foodreview,1
joe s steakhouse is cool place,steakhouse,foodreview,1
joe s steakhouse is old fashioned interior but great food,steakhouse,foodreview,1
joe s steakhouse is terrible service,steakhouse,foodreview,1
jok kitchen is awesome indian food,indian food,foodreview,1
jok kitchen is surprisingly good food,good food,foodreview,1
jok kitchen is very impressed with tasty food,tasty,foodreview,1
jok pochana is breakfast you must come here,breakfast,foodreview,1
jok pochana is great food,great food,foodreview,1
joushitsu sushi is dinner,dinner,foodreview,1
joushitsu sushi is good location good food,location,Locationreviews,0
joy cup cafe is dinner,dinner,foodreview,1
joy cup cafe is good location good food,location,Locationreviews,0
joy luck club is great food,great food,foodreview,1
joy luck club is very modern and pleasant building good food and good atmosphere,good food,foodreview,1
joy restaurant bar is the dishes were as impressive as how pretty they look,dishes,foodreview,1
jp french restaurant is the dishes were as impressive as how pretty they look,dishes,foodreview,1
jumbo lobster restaurant is quick and good lunch,lobster,foodreview,1
jumbo lobster restaurant is quick and tasty,lobster,foodreview,1
jumbo lobster restaurant is quick lunch,lobster,foodreview,1
jumbo lobster restaurant is we left after 15 mins when we hadn t been served,lobster,foodreview,1
jumpajan is bbq taste trip,bbq,foodreview,1
jumpajan is good food in relaxed environment,good food,foodreview,1
jumpajan is relaxing cool bar and very chill,relaxing,Locationreviews,0
jungle mom is great salad,salad,foodreview,1
jungle view is decent vietnamese food and cheap happy hour drinks,view,Locationreviews,0
jungle view is great food and drinks,view,Locationreviews,0
jungle view is great restaurant,view,Locationreviews,0
jungle view is soupe pho,view,Locationreviews,0
junker and bar is yummy,yummy,foodreview,1
juntun is excellent location for evening visit,location,Locationreviews,0
juntun is good burgers and ice cream,ice cream,foodreview,1
juntun is good food,good food,foodreview,1
jw cafe is delicious food and super clean establishment,delicious,foodreview,1
jw cafe is great food and nice bar athmosphere,great food,foodreview,1
k bunk kitchen is lunch,lunch,foodreview,1
k bunk kitchen is nice food but not great service,nice food,foodreview,1
k hotel restaurant and beer garden is always dine here at least once during your visit,beer,foodreview,1
k hotel restaurant and beer garden is happy pig happy customers,beer,foodreview,1
k hotel restaurant and beer garden is huge portions and delicious ribs,beer,foodreview,1
k hotel restaurant and beers garden is happy place,place,Locationreviews,0
ka jok see is beautiful place,beautiful place,Locationreviews,0
ka jok see is fresh and delicious recommended,delicious,foodreview,1
ka jok see is great food,great food,foodreview,1
ka nom is great place food service,great place,Locationreviews,0
kaab gluay is delicious,delicious,foodreview,1
kaab gluay is good taste ice cream in the plaza,taste,foodreview,1
kabab house indian food is best hard rock we have ever been to,indian food,foodreview,1
kabab house indian food is excellent food staff and music,indian food,foodreview,1
kabab house indian food is great rock band and great starter menu,indian food,foodreview,1
kabab house indian food is rip off,indian food,foodreview,1
kabana restaurant inn is nice place,nice place,Locationreviews,0
kabang restaurant and beach bar is good food with good price,good food,foodreview,1
kabocha sushi is relaxed ambience great food and service,relaxed,Locationreviews,0
kabochasushi is relaxed ambience great food and service,relaxed,Locationreviews,0
kaborae is great food but there re no glasses enough for coffee,great food,foodreview,1
kabuki japanese cuisine theatre is amazing earl grey soft cream float,cuisine,foodreview,1
kabuki japanese cuisine theatre is breakfast knight who said nicht,cuisine,foodreview,1
kabuki japanese cuisine theatre is nice touch of harrods in bangkok,cuisine,foodreview,1
kabuki japanese cuisine theatre is the best in bangkok,cuisine,foodreview,1
kaeng pa sriyan is best value breakfast,breakfast,foodreview,1
kaeng pa sriyan is nice food and drinks in a comfortable environment,nice food,foodreview,1
kafe 1985 is great food tidy restaurant,great food,foodreview,1
kafe vino coffeewine bar is awesome place,place,Locationreviews,0
